id,0,1
Jonathan Taylor,0.1309526,0.8690474
Cooper Kupp,0.15372097,0.846279
Davante Adams,0.17145085,0.82854915
Nick Chubb,0.17205727,0.8279427
Deebo Samuel,0.21725905,0.78274095
Chris Godwin,0.22455585,0.77544415
Keenan Allen,0.24213207,0.75786793
Derrick Henry,0.24689752,0.7531025
Travis Kelce,0.2594509,0.7405491
Austin Ekeler,0.2709236,0.7290764
Justin Jefferson,0.284931,0.715069
Mike Evans,0.28693938,0.7130606
Dalvin Cook,0.29569376,0.70430624
Christian McCaffrey,0.31289387,0.68710613
Ja'Marr Chase,0.33082837,0.66917163
Josh Jacobs,0.33153152,0.6684685
James Robinson,0.33847934,0.66152066
Robert Woods,0.37387592,0.6261241
Aaron Jones,0.37443274,0.62556726
Alvin Kamara,0.38859683,0.61140317
Najee Harris,0.39004523,0.6099548
Joe Mixon,0.39398086,0.60601914
Tyreek Hill,0.42651653,0.57348347
A.J. Brown,0.4529726,0.5470274
Tee Higgins,0.46127582,0.5387242
Elijah Moore,0.47064388,0.5293561
Tyler Lockett,0.47219878,0.5278012
David Montgomery,0.4945982,0.5054018
Kyle Pitts,0.5373579,0.4626421
George Kittle,0.5383236,0.46167642
Jaylen Waddle,0.5467346,0.4532654
Javonte Williams,0.55575335,0.44424665
D'Andre Swift,0.55859756,0.44140244
Mike Williams,0.5827327,0.4172673
Diontae Johnson,0.5928907,0.40710932
D.K. Metcalf,0.59959865,0.40040135
Ezekiel Elliott,0.60172206,0.39827794
Calvin Ridley,0.6096629,0.39033708
Saquon Barkley,0.6184932,0.3815068
Stefon Diggs,0.6188482,0.3811518
DeAndre Hopkins,0.62176526,0.37823474
CeeDee Lamb,0.6455725,0.35442752
Andre Johnson,0.6680578,0.33194223
Hunter Renfrow,0.66859096,0.33140904
Darren McFadden,0.67161274,0.3283873
Leonard Fournette,0.6743156,0.32568443
Reggie Bush,0.67551506,0.32448497
Adam Thielen,0.69252825,0.30747178
Chase Edmonds,0.7135988,0.2864012
Breece Hall,0.7139133,0.28608668
Trent Richardson,0.72025895,0.27974105
Julio Jones,0.7254125,0.27458754
Darrell Henderson,0.7272494,0.27275062
Chris Carson,0.74309003,0.25690994
Antonio Brown,0.7743311,0.2256689
Calvin Johnson,0.77700543,0.22299457
Wes Hills,0.780208,0.21979201
Clyde Edwards-Helaire,0.78084195,0.21915802
Ronnie Brown,0.7845701,0.21542987
Sammy Watkins,0.79139286,0.20860712
